,Unnamed: 0,participant,block,trial,direction,start_pos,start_pos_deg,t_start,t_end,stop_pos,stop_pos_deg,pos_pressed,pos_pressed_deg,error,error_deg,rt
88,88,P4,7,6,2,450.0,12.60412912808349,0.0,790.0193642929953,-84.0,2.3527707705755847,130.0,3.641192859224119,-46.0,-1.2884220886485345,0.0814124519965844
89,89,P4,7,5,2,450.0,12.60412912808349,0.0,795.1358555129991,-42.0,1.1763853852877924,122.0,3.417119452502635,-80.0,-2.240734067214843,-0.002400358003797
93,93,P4,7,1,2,450.0,12.60412912808349,816.8350992829946,817.1851094289959,126.0,-3.5291561558633773,38.0,1.06434868192705,-164.0,-4.593504837790428,0.1136171549951541
94,94,P4,7,3,2,450.0,12.60412912808349,822.3858326279951,822.5021153519992,42.0,-1.1763853852877924,38.0,1.06434868192705,-80.0,-2.240734067214843,0.2137729509995551
99,99,P4,8,1,2,450.0,12.60412912808349,883.7853112369994,884.1354286589994,126.0,-3.5291561558633773,-6.0,-0.1680550550411132,-120.0,-3.361101100822264,-0.0528548349975608
100,100,P4,8,6,2,450.0,12.60412912808349,0.0,889.2861787379952,-84.0,2.3527707705755847,126.0,3.5291561558633773,-42.0,-1.1763853852877924,0.1138221379951573
102,102,P4,8,2,2,450.0,12.60412912808349,900.2020218170001,900.435176864994,84.0,-2.3527707705755847,36.0,1.008330330246679,-120.0,-3.361101100822264,-0.4038713980044122
104,104,P4,8,3,2,450.0,12.60412912808349,911.802137063998,911.9193607419948,42.0,-1.1763853852877924,100.0,2.800917584018553,-142.0,-3.977302969306345,-0.2687683860058314
105,105,P4,8,4,2,450.0,12.60412912808349,917.5018540609964,917.4856064189952,-0.0,0.0,110.0,3.0810093424204084,-110.0,-3.0810093424204084,0.0639237139985198
106,106,P4,8,7,2,450.0,12.60412912808349,0.0,922.3850719879993,-126.0,3.5291561558633773,150.0,4.201376376027829,-24.0,-0.6722202201644528,0.0961725430024671
110,110,P4,8,5,2,450.0,12.60412912808349,0.0,943.419976047,-42.0,1.1763853852877924,127.0,3.5571653317035623,-85.0,-2.38077994641577,0.1141054740000981
112,112,P4,9,4,2,450.0,12.60412912808349,984.7354632179996,984.718503224998,-0.0,0.0,90.0,2.520825825616697,-90.0,-2.520825825616697,0.1460760409972863
115,115,P4,9,7,2,450.0,12.60412912808349,0.0,1001.5354403719977,-126.0,3.5291561558633773,134.0,3.7532295625848615,-8.0,-0.2240734067214842,0.0473858219993417
116,116,P4,9,6,2,450.0,12.60412912808349,0.0,1006.5692630959966,-84.0,2.3527707705755847,147.0,4.117348848507273,-63.0,-1.7645780779316886,0.0800651969984755
120,120,P4,9,5,2,450.0,12.60412912808349,0.0,1027.9521561239962,-42.0,1.1763853852877924,114.0,3.1930460457811503,-72.0,-2.016660660493358,-0.0032485060000908
123,123,P4,9,3,2,450.0,12.60412912808349,1044.153274361997,1044.2702460419969,42.0,-1.1763853852877924,93.0,2.6048533531372544,-135.0,-3.781238738425047,-0.0352635990057024
124,124,P4,9,1,2,450.0,12.60412912808349,1049.635536695998,1049.9850345739978,126.0,-3.5291561558633773,15.0,0.420137637602783,-141.0,-3.94929379346616,0.0142676199975539
125,125,P4,9,2,2,450.0,12.60412912808349,1055.3024436039996,1055.5351505149956,84.0,-2.3527707705755847,-19.0,-0.532174340963525,-65.0,-1.8205964296120596,-0.152855118001753
128,128,P4,10,5,2,450.0,12.60412912808349,0.0,1107.0516894129978,-42.0,1.1763853852877924,85.0,2.38077994641577,-43.0,-1.2043945611279778,-0.054178721999051
130,130,P4,10,6,2,450.0,12.60412912808349,0.0,1117.7518802139966,-84.0,2.3527707705755847,123.0,3.4451286283428204,-39.0,-1.0923578577672357,0.0798306009965017
